date,ticker,close_price
2026-02-05,DUM02,1520.97
2026-02-06,DUM02,1566.32
2026-02-09,DUM02,1590.47
2026-02-10,DUM02,1591.25
2026-02-11,DUM02,1581.73
2026-02-12,DUM02,1599.99
2026-02-13,DUM02,1566.73
2026-02-16,DUM02,1581.77
2026-02-17,DUM02,1557.3
2026-02-18,DUM02,1574.51
2026-02-19,DUM02,1570.66
2026-02-20,DUM02,1560.65
2026-02-23,DUM02,1537.3
2026-02-24,DUM02,1528.34
2026-02-25,DUM02,1543.52
2026-02-26,DUM02,1571.87
2026-02-27,DUM02,1586.68
2026-03-02,DUM02,1624.59
2026-03-03,DUM02,1696.38
2026-03-04,DUM02,1687.44
2026-03-05,DUM02,1682.0
2026-03-06,DUM02,1640.72
2026-03-09,DUM02,1675.01
2026-03-10,DUM02,1713.17
2026-03-11,DUM02,1688.08
2026-03-12,DUM02,1706.65
2026-03-13,DUM02,1743.09
2026-03-16,DUM02,1750.48
2026-03-17,DUM02,1776.69
2026-03-18,DUM02,1782.64
2026-03-19,DUM02,1745.77
2026-03-20,DUM02,1777.99
2026-03-23,DUM02,1819.28
2026-03-24,DUM02,1842.96
2026-03-25,DUM02,1813.19
2026-03-26,DUM02,1790.27
2026-03-27,DUM02,1755.91
2026-03-30,DUM02,1779.85
2026-03-31,DUM02,1819.43
2026-01-01,DUM03,2542.56
2026-01-02,DUM03,2502.35
2026-01-05,DUM03,2455.53
2026-01-06,DUM03,2413.44
2026-01-07,DUM03,2410.17
2026-01-08,DUM03,2428.44
2026-01-09,DUM03,2443.51
2026-01-12,DUM03,2487.4
2026-01-13,DUM03,2488.82
2026-01-14,DUM03,2566.84
2026-01-15,DUM03,2553.08
2026-01-16,DUM03,2702.2
2026-01-19,DUM03,2739.12
2026-01-20,DUM03,2689.75
2026-01-21,DUM03,2628.99
2026-01-22,DUM03,2656.86
2026-01-23,DUM03,2644.95
2026-01-26,DUM03,2686.07
2026-01-27,DUM03,2714.02
2026-01-28,DUM03,2710.59
2026-01-29,DUM03,2662.33
2026-01-30,DUM03,2576.94
2026-02-02,DUM03,2553.11
2026-02-03,DUM03,2600.57
2026-02-04,DUM03,2613.23
2026-02-05,DUM03,2544.43
2026-02-06,DUM03,2554.59
2026-02-09,DUM03,2576.37
2026-02-10,DUM03,2528.47
2026-02-11,DUM03,2537.51
2026-02-12,DUM03,2541.4
2026-02-13,DUM03,2480.08
2026-02-16,DUM03,2499.77
2026-02-17,DUM03,2530.45
2026-02-18,DUM03,2589.74
2026-02-19,DUM03,2648.81
2026-02-20,DUM03,2571.61
2026-02-23,DUM03,2520.83
2026-02-24,DUM03,2549.31
2026-02-25,DUM03,2578.04
2026-02-26,DUM03,2607.16
2026-02-27,DUM03,2822.54
2026-03-02,DUM03,2857.79
2026-03-03,DUM03,2927.96
2026-03-04,DUM03,2988.5
2026-03-05,DUM03,3030.96
2026-03-06,DUM03,3011.43
2026-03-09,DUM03,3061.14
2026-03-10,DUM03,3011.49
2026-03-11,DUM03,2997.13
2026-03-12,DUM03,2966.93
2026-03-13,DUM03,2972.98
2026-03-16,DUM03,3120.88
2026-03-17,DUM03,2997.28
2026-03-18,DUM03,3042.1
2026-03-19,DUM03,2938.17
2026-03-20,DUM03,2909.4
2026-03-23,DUM03,2977.94
2026-03-24,DUM03,2982.9
2026-03-25,DUM03,2915.08
2026-03-26,DUM03,2871.38
2026-03-27,DUM03,2913.91
2026-03-30,DUM03,2869.29
2026-03-31,DUM03,2883.4
2026-01-01,DUM04,208.24
2026-01-02,DUM04,211.87
2026-01-05,DUM04,211.98
2026-01-06,DUM04,213.96
2026-01-07,DUM04,218.67
2026-01-08,DUM04,215.85
2026-01-09,DUM04,213.89
2026-01-12,DUM04,206.5
2026-01-13,DUM04,203.22
2026-01-14,DUM04,210.28
2026-01-15,DUM04,208.85
2026-01-16,DUM04,207.51
2026-01-19,DUM04,208.92
2026-01-20,DUM04,201.95
2026-01-21,DUM04,205.96
2026-01-22,DUM04,211.42
2026-01-23,DUM04,213.12
2026-01-26,DUM04,220.48
2026-01-27,DUM04,214.43
2026-01-28,DUM04,222.7
2026-01-29,DUM04,219.35
2026-01-30,DUM04,213.55
2026-02-02,DUM04,212.53
2026-02-03,DUM04,220.85
2026-02-04,DUM04,220.8
2026-02-05,DUM04,216.55
2026-02-06,DUM04,210.75
2026-02-09,DUM04,210.33
2026-02-10,DUM04,201.64
2026-02-11,DUM04,196.21
2026-02-12,DUM04,202.55
2026-02-13,DUM04,208.17
2026-02-16,DUM04,207.65
2026-02-17,DUM04,205.67
2026-02-18,DUM04,205.96
2026-02-19,DUM04,216.06
2026-02-20,DUM04,217.92
2026-02-23,DUM04,222.08
2026-02-24,DUM04,221.19
2026-02-25,DUM04,221.51
2026-02-26,DUM04,224.53
2026-02-27,DUM04,225.16
2026-03-02,DUM04,216.31
2026-03-03,DUM04,222.11
2026-03-04,DUM04,219.31
2026-03-05,DUM04,228.98
2026-03-06,DUM04,232.3
2026-03-09,DUM04,232.68
2026-03-10,DUM04,234.85
2026-03-11,DUM04,234.36
2026-03-12,DUM04,232.03
2026-03-13,DUM04,233.08
2026-03-16,DUM04,237.41
2026-03-17,DUM04,235.16
2026-03-18,DUM04,232.15
2026-03-19,DUM04,230.48
2026-03-20,DUM04,235.09
2026-03-23,DUM04,242.23
2026-03-24,DUM04,244.1
2026-03-25,DUM04,247.1
2026-03-26,DUM04,243.91
2026-03-27,DUM04,248.4
2026-03-30,DUM04,251.3
2026-03-31,DUM04,247.63
2026-01-01,DUM05,2488.27
2026-01-02,DUM05,2462.88
2026-01-05,DUM05,2488.93
2026-01-06,DUM05,2481.21
2026-01-07,DUM05,2472.82
2026-01-08,DUM05,2523.88
2026-01-09,DUM05,2563.4
2026-01-12,DUM05,2602.97
2026-01-13,DUM05,2666.54
2026-01-14,DUM05,2669.14
2026-01-15,DUM05,2703.94
2026-01-16,DUM05,2690.23
2026-01-19,DUM05,2707.73
2026-01-20,DUM05,2702.9
2026-01-21,DUM05,2709.29
2026-01-22,DUM05,2740.32
2026-01-23,DUM05,2701.02
2026-01-26,DUM05,2805.77
2026-01-27,DUM05,2755.91
2026-01-28,DUM05,2696.46
2026-01-29,DUM05,2755.06
2026-01-30,DUM05,2796.49
2026-02-02,DUM05,2830.01
2026-02-03,DUM05,2864.14
2026-02-04,DUM05,2865.19
2026-02-05,DUM05,2819.96
2026-02-06,DUM05,2825.53
2026-02-09,DUM05,2792.28
2026-02-10,DUM05,2843.63
2026-02-11,DUM05,2837.68
2026-02-12,DUM05,2796.6
2026-02-13,DUM05,2781.85
2026-02-16,DUM05,2804.46
2026-02-17,DUM05,2777.26
2026-02-18,DUM05,2737.23
2026-02-19,DUM05,2751.02
2026-02-20,DUM05,2764.95
2026-02-23,DUM05,2741.0
2026-02-24,DUM05,2719.05
2026-02-25,DUM05,2732.18
2026-02-26,DUM05,2661.58
2026-02-27,DUM05,2594.78
2026-03-02,DUM05,2562.29
2026-03-03,DUM05,2553.82
2026-03-04,DUM05,2569.83
2026-03-05,DUM05,2640.55
2026-03-06,DUM05,2683.44
2026-03-09,DUM05,2677.2
2026-03-10,DUM05,2677.85
2026-03-11,DUM05,2630.44
2026-03-12,DUM05,2631.1
2026-03-13,DUM05,2618.8
2026-03-16,DUM05,2635.77
2026-03-17,DUM05,2597.53
2026-03-18,DUM05,2623.69
2026-03-19,DUM05,2698.64
2026-03-20,DUM05,2694.88
2026-03-23,DUM05,2716.24
2026-03-24,DUM05,2752.06
2026-03-25,DUM05,2733.53
2026-03-26,DUM05,2746.33
2026-03-27,DUM05,2748.59
2026-03-30,DUM05,2755.11
2026-03-31,DUM05,2717.87
2026-01-01,DUM06,2881.55
2026-01-02,DUM06,3003.11
2026-01-05,DUM06,3085.05
2026-01-06,DUM06,3212.13
2026-01-07,DUM06,3204.63
2026-01-08,DUM06,3275.85
2026-01-09,DUM06,3168.9
2026-01-12,DUM06,3225.56
2026-01-13,DUM06,3214.62
2026-01-14,DUM06,3116.78
2026-01-15,DUM06,3190.01
2026-01-16,DUM06,3060.12
2026-01-19,DUM06,2928.44
2026-01-20,DUM06,2952.91
2026-01-21,DUM06,2991.53
2026-01-22,DUM06,3057.62
2026-01-23,DUM06,3109.38
2026-01-26,DUM06,3213.63
2026-01-27,DUM06,3265.01
2026-01-28,DUM06,3255.81
2026-01-29,DUM06,3250.95
2026-01-30,DUM06,3230.78
2026-02-02,DUM06,3252.9
2026-02-03,DUM06,3172.82
2026-02-04,DUM06,3197.8
2026-02-05,DUM06,3192.1
2026-02-06,DUM06,3212.52
2026-02-09,DUM06,3233.29
2026-02-10,DUM06,3054.75
2026-02-11,DUM06,2993.08
2026-02-12,DUM06,2986.25
2026-02-13,DUM06,2983.02
2026-02-16,DUM06,3001.0
2026-02-17,DUM06,3022.01
2026-02-18,DUM06,3126.03
2026-02-19,DUM06,3148.62
2026-02-20,DUM06,3126.9
2026-02-23,DUM06,3014.49
2026-02-24,DUM06,2921.81
2026-02-25,DUM06,2957.65
2026-02-26,DUM06,3029.0
2026-02-27,DUM06,3134.98
2026-03-02,DUM06,3076.89
2026-03-03,DUM06,3056.3
2026-03-04,DUM06,3073.55
2026-03-05,DUM06,3216.21
2026-03-06,DUM06,3225.11
2026-03-09,DUM06,3338.67
2026-03-10,DUM06,3352.05
2026-03-11,DUM06,3439.95
2026-03-12,DUM06,3520.3
2026-03-13,DUM06,3534.11
2026-03-16,DUM06,3453.26
2026-03-17,DUM06,3432.86
2026-03-18,DUM06,3548.9
2026-03-19,DUM06,3619.88
2026-03-20,DUM06,3585.04
2026-03-23,DUM06,3557.93
2026-03-24,DUM06,3419.44
2026-03-25,DUM06,3531.58
2026-03-26,DUM06,3602.86
2026-03-27,DUM06,3592.32
2026-03-30,DUM06,3609.18
2026-03-31,DUM06,3432.81
2026-01-01,DUM07,2271.63
2026-01-02,DUM07,2268.92
2026-01-05,DUM07,2288.61
2026-01-06,DUM07,2287.06
2026-01-07,DUM07,2181.08
2026-01-08,DUM07,2176.84
2026-01-09,DUM07,2113.24
2026-01-12,DUM07,2145.12
2026-01-13,DUM07,2162.89
2026-01-14,DUM07,2117.39
2026-01-16,DUM07,2043.46
2026-01-19,DUM07,2040.7
2026-01-20,DUM07,2084.56
2026-01-21,DUM07,2038.56
2026-01-22,DUM07,2061.74
2026-01-23,DUM07,2037.32
2026-01-26,DUM07,2001.19
2026-01-27,DUM07,1996.49
2026-01-28,DUM07,1950.22
2026-01-29,DUM07,1926.1
2026-01-30,DUM07,1874.43
2026-02-02,DUM07,1957.19
2026-02-03,DUM07,1958.85
2026-02-04,DUM07,1928.2
2026-02-05,DUM07,1937.57
2026-02-06,DUM07,1932.79
2026-02-09,DUM07,1923.32
2026-02-10,DUM07,1949.94
2026-02-11,DUM07,1983.2
2026-02-12,DUM07,1959.7
2026-02-13,DUM07,1934.49
2026-02-16,DUM07,1922.66
2026-02-17,DUM07,1823.44
2026-02-18,DUM07,1761.54
2026-02-19,DUM07,1815.68
2026-02-20,DUM07,1882.81
2026-02-23,DUM07,1872.39
2026-02-24,DUM07,1896.73
2026-02-25,DUM07,1910.08
2026-02-26,DUM07,2042.17
2026-02-27,DUM07,2093.6
2026-03-02,DUM07,2087.71
2026-03-03,DUM07,2043.06
2026-03-04,DUM07,1969.52
2026-03-05,DUM07,1978.62
2026-03-06,DUM07,1945.15
2026-03-09,DUM07,1883.18
2026-03-10,DUM07,1855.96
2026-03-11,DUM07,1811.02
2026-03-12,DUM07,1879.69
2026-03-13,DUM07,1916.99
2026-03-16,DUM07,1916.75
2026-03-17,DUM07,1980.52
2026-03-18,DUM07,1984.07
2026-03-19,DUM07,1945.84
2026-03-20,DUM07,2012.46
2026-03-23,DUM07,2036.91
2026-03-24,DUM07,1989.61
2026-03-25,DUM07,1981.23
2026-03-26,DUM07,1942.41
2026-03-27,DUM07,1882.24
2026-03-30,DUM07,1921.47
2026-03-31,DUM07,2003.92
2026-01-01,DUM08,1092.34
2026-01-02,DUM08,1087.22
2026-01-05,DUM08,1076.84
2026-01-06,DUM08,1062.57
2026-01-07,DUM08,1054.22
2026-01-08,DUM08,1045.2
2026-01-09,DUM08,1026.66
2026-01-12,DUM08,1014.88
2026-01-13,DUM08,959.31
2026-01-14,DUM08,974.4
2026-01-15,DUM08,983.38
2026-01-16,DUM08,982.11
2026-01-19,DUM08,987.84
2026-01-20,DUM08,994.4
2026-01-21,DUM08,979.06
2026-01-22,DUM08,968.11
2026-01-23,DUM08,979.99
2026-01-26,DUM08,985.06
2026-01-27,DUM08,1030.15
2026-01-28,DUM08,1067.66
2026-01-29,DUM08,1090.31
2026-01-30,DUM08,1072.59
2026-02-02,DUM08,1059.83
2026-02-03,DUM08,1036.96
2026-02-04,DUM08,1043.99
2026-02-05,DUM08,981.32
2026-02-06,DUM08,971.94
2026-02-09,DUM08,965.92
2026-02-10,DUM08,933.93
2026-02-11,DUM08,950.95
2026-02-12,DUM08,927.55
2026-02-13,DUM08,933.59
2026-02-16,DUM08,991.62
2026-02-17,DUM08,956.87
2026-02-18,DUM08,954.29
2026-02-19,DUM08,946.25
2026-02-20,DUM08,934.21
2026-02-23,DUM08,950.47
2026-02-24,DUM08,974.28
2026-02-25,DUM08,991.48
2026-02-26,DUM08,976.2
2026-02-27,DUM08,1029.32
2026-03-02,DUM08,989.63
2026-03-03,DUM08,967.61
2026-03-04,DUM08,971.81
2026-03-05,DUM08,974.3
2026-03-06,DUM08,985.39
2026-03-09,DUM08,1020.4
2026-03-10,DUM08,1018.3
2026-03-11,DUM08,1021.46
2026-03-12,DUM08,1008.63
2026-03-13,DUM08,1022.35
2026-03-16,DUM08,1015.75
2026-03-17,DUM08,1009.18
2026-03-18,DUM08,1021.9
2026-03-19,DUM08,1045.89
2026-03-20,DUM08,995.43
2026-03-23,DUM08,1003.96
2026-03-24,DUM08,998.55
2026-03-25,DUM08,1020.06
2026-03-26,DUM08,1015.02
2026-03-27,DUM08,1044.82
2026-03-30,DUM08,1029.81
2026-03-31,DUM08,979.62
2026-01-01,DUM09,945.57
2026-01-02,DUM09,941.77
2026-01-05,DUM09,957.79
2026-01-06,DUM09,915.67
2026-01-07,DUM09,920.34
2026-01-08,DUM09,934.91
2026-01-09,DUM09,907.54
2026-01-12,DUM09,928.69
2026-01-13,DUM09,935.34
2026-01-14,DUM09,927.9
2026-01-15,DUM09,940.02
2026-01-16,DUM09,983.18
2026-01-19,DUM09,987.13
2026-01-20,DUM09,992.41
2026-01-21,DUM09,983.64
2026-01-22,DUM09,967.24
2026-01-23,DUM09,983.71
2026-01-26,DUM09,967.19
2026-01-27,DUM09,968.94
2026-01-28,DUM09,960.02
2026-01-29,DUM09,969.6
2026-01-30,DUM09,976.45
2026-02-02,DUM09,997.13
2026-02-03,DUM09,987.3
2026-02-04,DUM09,982.32
2026-02-05,DUM09,963.41
2026-02-06,DUM09,955.18
2026-02-09,DUM09,962.77
2026-02-10,DUM09,977.74
2026-02-11,DUM09,960.03
2026-02-12,DUM09,977.13
2026-02-13,DUM09,1004.05
2026-02-16,DUM09,1012.75
2026-02-17,DUM09,1051.25
2026-02-18,DUM09,1035.33
2026-02-19,DUM09,1009.87
2026-02-20,DUM09,974.23
2026-02-23,DUM09,1003.82
2026-02-24,DUM09,1017.36
2026-02-25,DUM09,1016.61
2026-02-26,DUM09,1022.7
2026-02-27,DUM09,999.99
2026-03-02,DUM09,1049.42
2026-03-03,DUM09,1052.53
2026-03-04,DUM09,1055.23
2026-03-05,DUM09,1070.98
2026-03-06,DUM09,1081.71
2026-03-09,DUM09,1086.97
2026-03-10,DUM09,1070.14
2026-03-11,DUM09,1080.66
2026-03-12,DUM09,1121.85
2026-03-13,DUM09,1152.54
2026-03-16,DUM09,1189.79
2026-03-17,DUM09,1178.04
2026-03-18,DUM09,1155.1
2026-03-19,DUM09,1152.62
2026-03-20,DUM09,1154.33
2026-03-23,DUM09,1180.09
2026-03-24,DUM09,1140.48
2026-03-25,DUM09,1175.89
2026-03-26,DUM09,1172.6
2026-03-27,DUM09,1163.0
2026-03-30,DUM09,1139.83
2026-03-31,DUM09,1102.42
2026-01-01,DUM10,1671.34
2026-01-02,DUM10,1649.07
2026-01-05,DUM10,1607.99
2026-01-06,DUM10,1601.74
2026-01-07,DUM10,1572.07
2026-01-08,DUM10,1568.94
2026-01-09,DUM10,1569.59
2026-01-12,DUM10,1535.37
2026-01-13,DUM10,1557.09
2026-01-14,DUM10,1553.77
2026-01-15,DUM10,1583.0
2026-01-16,DUM10,1534.4
2026-01-19,DUM10,1508.79
2026-01-20,DUM10,1522.79
2026-01-21,DUM10,1502.99
2026-01-22,DUM10,1499.6
2026-01-23,DUM10,1500.41
2026-01-26,DUM10,1505.22
2026-01-27,DUM10,1488.75
2026-01-28,DUM10,1493.3
2026-01-29,DUM10,1474.31
2026-01-30,DUM10,1491.91
2026-02-02,DUM10,1489.8
2026-02-03,DUM10,1494.49
2026-02-04,DUM10,1560.3
2026-02-05,DUM10,1531.88
2026-02-06,DUM10,1568.69
2026-02-09,DUM10,1498.91
2026-02-10,DUM10,1446.97
2026-02-11,DUM10,1417.34
2026-02-12,DUM10,1389.84
2026-02-13,DUM10,1395.37
2026-02-16,DUM10,1402.95
2026-02-17,DUM10,1397.64
2026-02-18,DUM10,1394.83
2026-02-19,DUM10,1408.03
2026-02-20,DUM10,1428.63
2026-02-23,DUM10,1397.31
2026-02-24,DUM10,1389.48
2026-02-25,DUM10,1388.58
2026-02-26,DUM10,1400.72
2026-02-27,DUM10,1383.14
2026-03-02,DUM10,1381.78
2026-03-03,DUM10,1383.21
2026-03-04,DUM10,1367.45
2026-03-05,DUM10,1351.31
2026-03-06,DUM10,1354.28
2026-03-09,DUM10,1352.01
2026-03-10,DUM10,1364.18
2026-03-11,DUM10,1340.58
2026-03-12,DUM10,1333.33
2026-03-13,DUM10,1328.86
2026-03-16,DUM10,1347.87
2026-03-17,DUM10,1327.12
2026-03-18,DUM10,1333.09
2026-03-19,DUM10,1339.5
2026-03-20,DUM10,1377.54
2026-03-23,DUM10,1354.78
2026-03-24,DUM10,1340.42
2026-03-25,DUM10,1319.86
2026-03-26,DUM10,1283.26
2026-03-27,DUM10,1322.27
2026-03-30,DUM10,1295.18
2026-03-31,DUM10,1277.96
2026-01-01,DUM11,1147.35
2026-01-02,DUM11,1178.54
2026-01-05,DUM11,1141.12
2026-01-06,DUM11,1171.12
2026-01-07,DUM11,1175.19
2026-01-08,DUM11,1173.72
2026-01-09,DUM11,1164.16
2026-01-12,DUM11,1171.57
2026-01-13,DUM11,1171.16
2026-01-14,DUM11,1191.28
2026-01-15,DUM11,1193.65
2026-01-16,DUM11,1196.68
2026-01-19,DUM11,1190.28
2026-01-20,DUM11,1189.51
2026-01-21,DUM11,1195.41
2026-01-22,DUM11,1164.28
2026-01-23,DUM11,1140.44
2026-01-26,DUM11,1153.72
2026-01-27,DUM11,1157.02
2026-01-28,DUM11,1154.02
2026-01-29,DUM11,1154.61
2026-01-30,DUM11,1161.04
2026-02-02,DUM11,1151.68
2026-02-03,DUM11,1138.18
2026-02-04,DUM11,1141.87
2026-02-05,DUM11,1124.97
2026-02-06,DUM11,1132.29
2026-02-09,DUM11,1102.93
2026-02-10,DUM11,1120.63
2026-02-11,DUM11,1129.02
2026-02-12,DUM11,1133.72
2026-02-13,DUM11,1151.1
2026-02-16,DUM11,1180.81
2026-02-17,DUM11,1199.49
2026-02-18,DUM11,1165.84
2026-02-19,DUM11,1143.2
2026-02-20,DUM11,1132.49
2026-02-23,DUM11,1133.21
2026-02-24,DUM11,1142.48
2026-02-25,DUM11,1130.01
2026-02-26,DUM11,1133.51
2026-02-27,DUM11,1120.62
2026-03-02,DUM11,1110.35
2026-03-03,DUM11,1086.62
2026-03-04,DUM11,1071.46
2026-03-05,DUM11,1049.46
2026-03-06,DUM11,1033.97
2026-03-09,DUM11,1050.94
2026-03-10,DUM11,1035.86
2026-03-11,DUM11,1077.98
2026-03-12,DUM11,1086.4
2026-03-13,DUM11,1089.74
2026-03-16,DUM11,1075.62
2026-03-17,DUM11,1087.44
2026-03-18,DUM11,1078.08
2026-03-19,DUM11,1080.35
2026-03-20,DUM11,1123.08
2026-03-23,DUM11,1121.69
2026-03-24,DUM11,1141.75
2026-03-25,DUM11,1129.68
2026-03-26,DUM11,1129.33
2026-03-27,DUM11,1160.31
2026-03-30,DUM11,1149.41
2026-03-31,DUM11,1181.67
2026-01-01,DUM12,755.26
2026-01-02,DUM12,773.84
2026-01-05,DUM12,738.72
2026-01-06,DUM12,761.01
2026-01-07,DUM12,735.25
2026-01-08,DUM12,731.25
2026-01-09,DUM12,751.8
2026-01-12,DUM12,754.47
2026-01-13,DUM12,770.81
2026-01-14,DUM12,783.54
2026-01-15,DUM12,810.07
2026-01-16,DUM12,832.79
2026-01-19,DUM12,823.33
2026-01-20,DUM12,837.24
2026-01-21,DUM12,804.39
2026-01-22,DUM12,803.53
2026-01-23,DUM12,820.97
2026-01-26,DUM12,824.19
2026-01-27,DUM12,834.11
2026-01-28,DUM12,829.85
2026-01-29,DUM12,854.57
2026-01-30,DUM12,853.16
2026-02-02,DUM12,843.21
2026-02-03,DUM12,863.0
2026-02-04,DUM12,831.87
2026-02-05,DUM12,843.06
2026-02-06,DUM12,820.59
2026-02-09,DUM12,848.2
2026-02-10,DUM12,842.82
2026-02-11,DUM12,846.14
2026-02-12,DUM12,855.59
2026-02-13,DUM12,813.05
2026-02-16,DUM12,799.66
2026-02-17,DUM12,821.7
2026-02-18,DUM12,840.59
2026-02-19,DUM12,847.14
2026-02-20,DUM12,817.8
2026-02-23,DUM12,830.6
2026-02-24,DUM12,846.36
2026-02-25,DUM12,847.77
2026-02-26,DUM12,875.09
2026-02-27,DUM12,859.93
2026-03-02,DUM12,848.91
2026-03-03,DUM12,794.46
2026-03-04,DUM12,813.8
2026-03-05,DUM12,820.8
2026-03-06,DUM12,785.28
2026-03-09,DUM12,749.73
2026-03-10,DUM12,733.06
2026-03-11,DUM12,748.5
2026-03-12,DUM12,742.98
2026-03-13,DUM12,727.77
2026-03-16,DUM12,709.06
2026-03-17,DUM12,690.0
2026-03-18,DUM12,655.63
2026-03-19,DUM12,635.34
2026-03-20,DUM12,617.95
2026-03-23,DUM12,629.18
2026-03-24,DUM12,626.74
2026-03-25,DUM12,613.57
2026-03-26,DUM12,650.67
2026-03-27,DUM12,639.73
2026-03-30,DUM12,659.41
2026-03-31,DUM12,687.48
2026-01-01,DUM13,1549.11
2026-01-02,DUM13,1537.33
2026-01-05,DUM13,1523.93
2026-01-06,DUM13,1548.3
2026-01-07,DUM13,1577.92
2026-01-08,DUM13,1565.59
2026-01-09,DUM13,1547.81
2026-01-12,DUM13,1557.54
2026-01-13,DUM13,1545.76
2026-01-14,DUM13,1558.85
2026-01-15,DUM13,1562.99
2026-01-16,DUM13,1530.79
2026-01-19,DUM13,1562.7
2026-01-20,DUM13,1600.53
2026-01-21,DUM13,1587.11
2026-01-22,DUM13,1578.64
2026-01-23,DUM13,1584.6
2026-01-26,DUM13,1591.62
2026-01-27,DUM13,1605.66
2026-01-28,DUM13,1649.18
2026-01-29,DUM13,1645.08
2026-01-30,DUM13,1627.16
2026-02-02,DUM13,1596.64
2026-02-03,DUM13,1580.7
2026-02-04,DUM13,1579.85
2026-02-05,DUM13,1618.06
2026-02-06,DUM13,1606.58
2026-02-09,DUM13,1611.3
2026-02-10,DUM13,1610.79
2026-02-11,DUM13,1636.54
2026-02-12,DUM13,1692.35
2026-02-13,DUM13,1680.04
2026-02-16,DUM13,1668.75
2026-02-17,DUM13,1692.18
2026-02-18,DUM13,1707.63
2026-02-19,DUM13,1750.14
2026-02-20,DUM13,1763.81
2026-02-23,DUM13,1755.07
2026-02-24,DUM13,1768.94
2026-02-25,DUM13,1795.31
2026-02-26,DUM13,1815.07
2026-02-27,DUM13,1827.36
2026-03-02,DUM13,1853.57
2026-03-03,DUM13,1882.72
2026-03-04,DUM13,1917.76
2026-03-05,DUM13,1934.42
2026-03-06,DUM13,1929.86
2026-03-09,DUM13,1933.52
2026-03-10,DUM13,1964.9
2026-03-11,DUM13,1943.0
2026-03-12,DUM13,1952.51
2026-03-13,DUM13,1941.94
2026-03-16,DUM13,1942.52
2026-03-17,DUM13,1975.94
2026-03-18,DUM13,1980.87
2026-03-19,DUM13,1981.93
2026-03-20,DUM13,1945.28
2026-03-23,DUM13,1964.74
2026-03-24,DUM13,1981.72
2026-03-25,DUM13,2039.54
2026-03-26,DUM13,2030.86
2026-03-27,DUM13,2036.69
2026-03-30,DUM13,2043.38
2026-03-31,DUM13,2086.8
2026-01-01,DUM14,2902.34
2026-01-02,DUM14,2929.22
